"id","provenance.lat","provenance.long","genus","species","year","budburst","leafout","last.obs","yr.end","gdd.start","type"
"AROMEL_HF_4_8",42.531705,-72.18992,"Aronia","melonacarpa",2017,104,126,311,365,46,"Common Garden"
"AROMEL_HF_8_11",42.531705,-72.18992,"Aronia","melonacarpa",2017,104,126,NA,365,46,"Common Garden"
"AROMEL_WM_02_4",44.112337,-71.230138,"Aronia","melonacarpa",2017,NA,207,NA,365,46,"Common Garden"
"AROMEL_WM_07_4",44.112337,-71.230138,"Aronia","melonacarpa",2017,NA,165,NA,365,46,"Common Garden"
"AROMEL_WM_15_4",44.112337,-71.230138,"Aronia","melonacarpa",2017,NA,165,311,365,46,"Common Garden"
"AROMEL_WM_2_4",44.112337,-71.230138,"Aronia","melonacarpa",2017,104,NA,311,365,46,"Common Garden"
"AROMEL_WM_3_4",44.112337,-71.230138,"Aronia","melonacarpa",2017,110,NA,NA,365,46,"Common Garden"
"AROMEL_WM_5_11",44.112337,-71.230138,"Aronia","melonacarpa",2017,104,NA,311,365,46,"Common Garden"
"AROMEL_WM_5_4",44.112337,-71.230138,"Aronia","melonacarpa",2017,104,NA,297,365,46,"Common Garden"
"AROMEL_WM_7_4",44.112337,-71.230138,"Aronia","melonacarpa",2017,104,NA,NA,365,46,"Common Garden"
"AROMEL_WM_7_8",44.112337,-71.230138,"Aronia","melonacarpa",2017,104,126,311,365,46,"Common Garden"
"BETALL_GR_01_3",44.794942,-71.146683,"Betula","alleghaniensis",2017,NA,164,NA,365,46,"Common Garden"
"BETALL_GR_09_3",44.794942,-71.146683,"Betula","alleghaniensis",2017,NA,207,NA,365,46,"Common Garden"
"BETALL_GR_10_1",44.794942,-71.146683,"Betula","alleghaniensis",2017,110,NA,NA,365,46,"Common Garden"
"BETALL_GR_12_1",44.794942,-71.146683,"Betula","alleghaniensis",2017,110,126,268,365,46,"Common Garden"
"BETALL_GR_12_1",44.794942,-71.146683,"Betula","alleghaniensis",2017,110,126,311,365,46,"Common Garden"
"BETALL_GR_12_3",44.794942,-71.146683,"Betula","alleghaniensis",2017,110,126,281,365,46,"Common Garden"
"BETALL_GR_13_2",44.794942,-71.146683,"Betula","alleghaniensis",2017,110,126,263,365,46,"Common Garden"
"BETALL_GR_13_3",44.794942,-71.146683,"Betula","alleghaniensis",2017,110,126,NA,365,46,"Common Garden"
"BETALL_GR_9_3",44.794942,-71.146683,"Betula","alleghaniensis",2017,118,126,263,365,46,"Common Garden"
"BETALL_SH_02_6",45.932675,-74.02507,"Betula","alleghaniensis",2017,NA,165,NA,365,46,"Common Garden"
"BETALL_SH_04_3",45.932675,-74.02507,"Betula","alleghaniensis",2017,NA,172,NA,365,46,"Common Garden"
"BETALL_SH_09_6",45.932675,-74.02507,"Betula","alleghaniensis",2017,NA,207,NA,365,46,"Common Garden"
"BETALL_SH_4_3",45.932675,-74.02507,"Betula","alleghaniensis",2017,NA,126,263,365,46,"Common Garden"
"BETALL_SH_4_3",45.932675,-74.02507,"Betula","alleghaniensis",2017,NA,126,311,365,46,"Common Garden"
"BETALL_SH_4_9",45.932675,-74.02507,"Betula","alleghaniensis",2017,110,126,NA,365,46,"Common Garden"
"BETALL_SH_5_6",45.932675,-74.02507,"Betula","alleghaniensis",2017,110,NA,263,365,46,"Common Garden"
"BETALL_SH_5_6",45.932675,-74.02507,"Betula","alleghaniensis",2017,110,NA,311,365,46,"Common Garden"
"BETALL_SH_9_6",45.932675,-74.02507,"Betula","alleghaniensis",2017,110,126,239,365,46,"Common Garden"
"BETALL_SH_9_6",45.932675,-74.02507,"Betula","alleghaniensis",2017,110,126,311,365,46,"Common Garden"
"BETALL_WM_08_5",44.112337,-71.230138,"Betula","alleghaniensis",2017,NA,207,NA,365,46,"Common Garden"
"BETALL_WM_09_5",44.112337,-71.230138,"Betula","alleghaniensis",2017,NA,165,NA,365,46,"Common Garden"
"BETALL_WM_8_1",44.112337,-71.230138,"Betula","alleghaniensis",2017,110,126,277,365,46,"Common Garden"
"BETALL_WM_8_12",44.112337,-71.230138,"Betula","alleghaniensis",2017,147,NA,NA,365,46,"Common Garden"
"BETALL_WM_8_5",44.112337,-71.230138,"Betula","alleghaniensis",2017,104,126,NA,365,46,"Common Garden"
"BETALL_WM_8_9",44.112337,-71.230138,"Betula","alleghaniensis",2017,118,NA,239,365,46,"Common Garden"
"BETALL_WM_8_9",44.112337,-71.230138,"Betula","alleghaniensis",2017,118,NA,311,365,46,"Common Garden"
"BETALL_WM_9_5",44.112337,-71.230138,"Betula","alleghaniensis",2017,110,126,268,365,46,"Common Garden"
"BETALL_WM_9_9",44.112337,-71.230138,"Betula","alleghaniensis",2017,110,NA,235,365,46,"Common Garden"
"BETALL_WM_9_9",44.112337,-71.230138,"Betula","alleghaniensis",2017,110,NA,311,365,46,"Common Garden"
"BETPAP_GR_05_1",44.794942,-71.146683,"Betula","papyrifera",2017,NA,207,NA,365,46,"Common Garden"
"BETPAP_GR_09_9",44.794942,-71.146683,"Betula","papyrifera",2017,172,NA,NA,365,46,"Common Garden"
"BETPAP_GR_5_2",44.794942,-71.146683,"Betula","papyrifera",2017,147,NA,NA,365,46,"Common Garden"
"BETPAP_GR_5_6",44.794942,-71.146683,"Betula","papyrifera",2017,147,NA,NA,365,46,"Common Garden"
"BETPAP_GR_8_5",44.794942,-71.146683,"Betula","papyrifera",2017,147,NA,253,365,46,"Common Garden"
"BETPAP_GR_8_5",44.794942,-71.146683,"Betula","papyrifera",2017,147,NA,311,365,46,"Common Garden"
"BETPAP_HF_16_2",42.531705,-72.18992,"Betula","papyrifera",2017,NA,172,263,365,46,"Common Garden"
"BETPAP_HF_16_3",42.531705,-72.18992,"Betula","papyrifera",2017,NA,147,270,365,46,"Common Garden"
"BETPAP_HF_16_5",42.531705,-72.18992,"Betula","papyrifera",2017,NA,165,268,365,46,"Common Garden"
"BETPAP_HF_16_6",42.531705,-72.18992,"Betula","papyrifera",2017,NA,165,NA,365,46,"Common Garden"
"BETPAP_SH_01_1",45.932675,-74.02507,"Betula","papyrifera",2017,NA,172,NA,365,46,"Common Garden"
"BETPAP_SH_1_1",45.932675,-74.02507,"Betula","papyrifera",2017,104,126,NA,365,46,"Common Garden"
"BETPOP_GR_03_6",44.794942,-71.146683,"Betula","populifolia",2017,NA,165,NA,365,46,"Common Garden"
"BETPOP_GR_05_12",44.794942,-71.146683,"Betula","populifolia",2017,NA,165,NA,365,46,"Common Garden"
"BETPOP_GR_05_6",44.794942,-71.146683,"Betula","populifolia",2017,NA,207,NA,365,46,"Common Garden"
"BETPOP_GR_5_1",44.794942,-71.146683,"Betula","populifolia",2017,104,147,239,365,46,"Common Garden"
"BETPOP_GR_5_1",44.794942,-71.146683,"Betula","populifolia",2017,104,147,260,365,46,"Common Garden"
"BETPOP_GR_5_1",44.794942,-71.146683,"Betula","populifolia",2017,104,147,311,365,46,"Common Garden"
"BETPOP_GR_5_12",44.794942,-71.146683,"Betula","populifolia",2017,104,126,NA,365,46,"Common Garden"
"BETPOP_GR_5_3",44.794942,-71.146683,"Betula","populifolia",2017,104,126,NA,365,46,"Common Garden"
"BETPOP_GR_5_6",44.794942,-71.146683,"Betula","populifolia",2017,104,126,268,365,46,"Common Garden"
"BETPOP_GR_5_6",44.794942,-71.146683,"Betula","populifolia",2017,104,126,311,365,46,"Common Garden"
"BETPOP_HF_03_1",42.531705,-72.18992,"Betula","populifolia",2017,NA,172,NA,365,46,"Common Garden"
"BETPOP_HF_03_6",42.531705,-72.18992,"Betula","populifolia",2017,NA,165,NA,365,46,"Common Garden"
"BETPOP_HF_04_9",42.531705,-72.18992,"Betula","populifolia",2017,NA,165,NA,365,46,"Common Garden"
"BETPOP_HF_05_6",42.531705,-72.18992,"Betula","populifolia",2017,NA,165,NA,365,46,"Common Garden"
"BETPOP_HF_1_2",42.531705,-72.18992,"Betula","populifolia",2017,110,126,268,365,46,"Common Garden"
"BETPOP_HF_1_3",42.531705,-72.18992,"Betula","populifolia",2017,NA,147,270,365,46,"Common Garden"
"BETPOP_HF_3_1",42.531705,-72.18992,"Betula","populifolia",2017,110,126,260,365,46,"Common Garden"
"BETPOP_HF_3_6",42.531705,-72.18992,"Betula","populifolia",2017,110,NA,NA,365,46,"Common Garden"
"BETPOP_HF_4_9",42.531705,-72.18992,"Betula","populifolia",2017,110,126,263,365,46,"Common Garden"
"BETPOP_HF_5_6",42.531705,-72.18992,"Betula","populifolia",2017,104,NA,270,365,46,"Common Garden"
"BETPOP_WM_07_1",44.112337,-71.230138,"Betula","populifolia",2017,NA,187,NA,365,46,"Common Garden"
"BETPOP_WM_07_2",44.112337,-71.230138,"Betula","populifolia",2017,NA,207,NA,365,46,"Common Garden"
"BETPOP_WM_07_3",44.112337,-71.230138,"Betula","populifolia",2017,NA,172,NA,365,46,"Common Garden"
"BETPOP_WM_7_1",44.112337,-71.230138,"Betula","populifolia",2017,104,126,268,365,46,"Common Garden"
"BETPOP_WM_7_15",44.112337,-71.230138,"Betula","populifolia",2017,104,126,268,365,46,"Common Garden"
"BETPOP_WM_7_2",44.112337,-71.230138,"Betula","populifolia",2017,NA,126,274,365,46,"Common Garden"
"BETPOP_WM_7_3",44.112337,-71.230138,"Betula","populifolia",2017,110,126,268,365,46,"Common Garden"
"DIELON_GR_05_7",44.794942,-71.146683,"Diervilla","lonicera",2017,NA,207,NA,365,46,"Common Garden"
"DIELON_GR_08_13",44.794942,-71.146683,"Diervilla","lonicera",2017,NA,165,NA,365,46,"Common Garden"
"DIELON_GR_5_7",44.794942,-71.146683,"Diervilla","lonicera",2017,104,126,NA,365,46,"Common Garden"
"DIELON_GR_8_13",44.794942,-71.146683,"Diervilla","lonicera",2017,104,126,NA,365,46,"Common Garden"
"DIELON_HF_02_13",42.531705,-72.18992,"Diervilla","lonicera",2017,NA,165,NA,365,46,"Common Garden"
"DIELON_HF_1_13",42.531705,-72.18992,"Diervilla","lonicera",2017,83,126,NA,365,46,"Common Garden"
"DIELON_HF_1_7",42.531705,-72.18992,"Diervilla","lonicera",2017,83,NA,NA,365,46,"Common Garden"
"DIELON_HF_2_13",42.531705,-72.18992,"Diervilla","lonicera",2017,93,126,NA,365,46,"Common Garden"
"DIELON_HF_3_7",42.531705,-72.18992,"Diervilla","lonicera",2017,NA,126,NA,365,46,"Common Garden"
"DIELON_SH_01_10",45.932675,-74.02507,"Diervilla","lonicera",2017,NA,165,NA,365,46,"Common Garden"
"DIELON_SH_04_10",45.932675,-74.02507,"Diervilla","lonicera",2017,NA,180,NA,365,46,"Common Garden"
"DIELON_SH_2_10",45.932675,-74.02507,"Diervilla","lonicera",2017,104,NA,NA,365,46,"Common Garden"
"DIELON_SH_2_13",45.932675,-74.02507,"Diervilla","lonicera",2017,93,126,NA,365,46,"Common Garden"
"DIELON_SH_4_10",45.932675,-74.02507,"Diervilla","lonicera",2017,110,147,311,365,46,"Common Garden"
"DIELON_SH_4_7",45.932675,-74.02507,"Diervilla","lonicera",2017,104,147,NA,365,46,"Common Garden"
"DIELON_WM_01_13",44.112337,-71.230138,"Diervilla","lonicera",2017,NA,165,NA,365,46,"Common Garden"
"DIELON_WM_XX_7",44.112337,-71.230138,"Diervilla","lonicera",2017,NA,147,NA,365,46,"Common Garden"
"MYRGAL_GR_08_4",44.794942,-71.146683,"Myrica","gale",2017,NA,165,NA,365,46,"Common Garden"
"MYRGAL_SH_01_4",45.932675,-74.02507,"Myrica","gale",2017,NA,172,NA,365,46,"Common Garden"
"MYRGAL_SH_02_4",45.932675,-74.02507,"Myrica","gale",2017,NA,165,NA,365,46,"Common Garden"
"MYRGAL_SH_02_8",45.932675,-74.02507,"Myrica","gale",2017,NA,165,NA,365,46,"Common Garden"
"MYRGAL_SH_1_4",45.932675,-74.02507,"Myrica","gale",2017,110,NA,NA,365,46,"Common Garden"
"MYRGAL_SH_1_8",45.932675,-74.02507,"Myrica","gale",2017,104,NA,NA,365,46,"Common Garden"
"MYRGAL_SH_2_4",45.932675,-74.02507,"Myrica","gale",2017,104,NA,NA,365,46,"Common Garden"
"MYRGAL_WM_6_4",44.112337,-71.230138,"Myrica","gale",2017,118,NA,NA,365,46,"Common Garden"
"QUERUB_HF_9_5",42.531705,-72.18992,"Quercus","rubra",2017,NA,165,NA,365,46,"Common Garden"
"QUERUB_HF_XX_5",42.531705,-72.18992,"Quercus","rubra",2017,NA,147,NA,365,46,"Common Garden"
"SAMRAC_GR_01_10",44.794942,-71.146683,"Sambucus","racemosa",2017,NA,165,NA,365,46,"Common Garden"
"SAMRAC_GR_4_7",44.794942,-71.146683,"Sambucus","racemosa",2017,76,NA,311,365,46,"Common Garden"
"SAMRAC_GR_7_10",44.794942,-71.146683,"Sambucus","racemosa",2017,93,NA,NA,365,46,"Common Garden"
"SAMRAC_GR_7_7",44.794942,-71.146683,"Sambucus","racemosa",2017,83,126,NA,365,46,"Common Garden"
"SAMRAC_GR_9_7",44.794942,-71.146683,"Sambucus","racemosa",2017,NA,126,NA,365,46,"Common Garden"
"SAMRAC_HF_XX_10",42.531705,-72.18992,"Sambucus","racemosa",2017,83,NA,NA,365,46,"Common Garden"
"SAMRAC_HF_XX_13",42.531705,-72.18992,"Sambucus","racemosa",2017,83,126,NA,365,46,"Common Garden"
"SAMRAC_WM_7_7",44.112337,-71.230138,"Sambucus","racemosa",2017,83,NA,NA,365,46,"Common Garden"
"SORAME_GR_9_10",44.794942,-71.146683,"Sorbus","americana",2017,110,NA,NA,365,46,"Common Garden"
"SORAME_GR_9_7",44.794942,-71.146683,"Sorbus","americana",2017,104,147,NA,365,46,"Common Garden"
"SORAME_SH_01_13",45.932675,-74.02507,"Sorbus","americana",2017,NA,207,NA,365,46,"Common Garden"
"SORAME_SH_03_10",45.932675,-74.02507,"Sorbus","americana",2017,NA,207,NA,365,46,"Common Garden"
"SORAME_SH_1_13",45.932675,-74.02507,"Sorbus","americana",2017,104,NA,NA,365,46,"Common Garden"
"SORAME_SH_3_10",45.932675,-74.02507,"Sorbus","americana",2017,104,NA,NA,365,46,"Common Garden"
"SORAME_SH_3_7",45.932675,-74.02507,"Sorbus","americana",2017,110,NA,288,365,46,"Common Garden"
"SPIALB_GR_05_8",44.794942,-71.146683,"Spiraea","alba",2017,NA,165,NA,365,46,"Common Garden"
"SPIALB_GR_09_8",44.794942,-71.146683,"Spiraea","alba",2017,NA,165,NA,365,46,"Common Garden"
"SPIALB_GR_12_4",44.794942,-71.146683,"Spiraea","alba",2017,104,NA,NA,365,46,"Common Garden"
"SPIALB_GR_12_8",44.794942,-71.146683,"Spiraea","alba",2017,NA,165,NA,365,46,"Common Garden"
"SPIALB_GR_3_8",44.794942,-71.146683,"Spiraea","alba",2017,110,NA,NA,365,46,"Common Garden"
"SPIALB_GR_7_4",44.794942,-71.146683,"Spiraea","alba",2017,104,NA,NA,365,46,"Common Garden"
"SPIALB_HF_10_11",42.531705,-72.18992,"Spiraea","alba",2017,104,NA,311,365,46,"Common Garden"
"SPIALB_HF_2_8",42.531705,-72.18992,"Spiraea","alba",2017,104,NA,NA,365,46,"Common Garden"
"SPIALB_HF_4_4",42.531705,-72.18992,"Spiraea","alba",2017,104,NA,NA,365,46,"Common Garden"
"SPIALB_HF_8_4",42.531705,-72.18992,"Spiraea","alba",2017,104,NA,NA,365,46,"Common Garden"
"SPIALB_SH_07_4",45.932675,-74.02507,"Spiraea","alba",2017,NA,165,NA,365,46,"Common Garden"
"SPIALB_SH_9_4",45.932675,-74.02507,"Spiraea","alba",2017,104,NA,NA,365,46,"Common Garden"
"SPIALB_WM_02_4",44.112337,-71.230138,"Spiraea","alba",2017,NA,165,NA,365,46,"Common Garden"
"SPIALB_WM_2_4",44.112337,-71.230138,"Spiraea","alba",2017,110,NA,NA,365,46,"Common Garden"
"SPITOM_HF_13_8",42.531705,-72.18992,"Spiraea","tomentosa",2017,110,126,NA,365,46,"Common Garden"
"SPITOM_HF_4_8",42.531705,-72.18992,"Spiraea","tomentosa",2017,110,NA,311,365,46,"Common Garden"
"SPITOM_HF_5_11",42.531705,-72.18992,"Spiraea","tomentosa",2017,104,NA,311,365,46,"Common Garden"
"SPITOM_HF_6_11",42.531705,-72.18992,"Spiraea","tomentosa",2017,110,NA,NA,365,46,"Common Garden"
"SPITOM_HF_6_8",42.531705,-72.18992,"Spiraea","tomentosa",2017,104,NA,NA,365,46,"Common Garden"
"SPITOM_HF_9_8",42.531705,-72.18992,"Spiraea","tomentosa",2017,110,NA,NA,365,46,"Common Garden"
"SPITOM_SH_99_11",45.932675,-74.02507,"Spiraea","tomentosa",2017,147,NA,NA,365,46,"Common Garden"
"SPITOM_WM_04_8",44.112337,-71.230138,"Spiraea","tomentosa",2017,NA,165,NA,365,46,"Common Garden"
"SPITOM_WM_4_8",44.112337,-71.230138,"Spiraea","tomentosa",2017,110,NA,NA,365,46,"Common Garden"
"SPITOM_WM_5_4",44.112337,-71.230138,"Spiraea","tomentosa",2017,104,NA,NA,365,46,"Common Garden"
"VIBCAS_GR_05_8",44.794942,-71.146683,"Viburnum","cassinoides",2017,172,207,NA,365,46,"Common Garden"
"VIBCAS_GR_09_4",44.794942,-71.146683,"Viburnum","cassinoides",2017,NA,165,NA,365,46,"Common Garden"
"VIBCAS_GR_10_4",44.794942,-71.146683,"Viburnum","cassinoides",2017,104,126,NA,365,46,"Common Garden"
"VIBCAS_GR_12_4",44.794942,-71.146683,"Viburnum","cassinoides",2017,NA,126,NA,365,46,"Common Garden"
"VIBCAS_GR_12_8",44.794942,-71.146683,"Viburnum","cassinoides",2017,104,126,NA,365,46,"Common Garden"
"VIBCAS_SH_01_4",45.932675,-74.02507,"Viburnum","cassinoides",2017,NA,165,NA,365,46,"Common Garden"
"VIBCAS_SH_01_8",45.932675,-74.02507,"Viburnum","cassinoides",2017,NA,165,NA,365,46,"Common Garden"
"VIBCAS_SH_05_4",45.932675,-74.02507,"Viburnum","cassinoides",2017,NA,207,NA,365,46,"Common Garden"
"VIBCAS_SH_05_8",45.932675,-74.02507,"Viburnum","cassinoides",2017,NA,165,NA,365,46,"Common Garden"
"VIBCAS_SH_1_4",45.932675,-74.02507,"Viburnum","cassinoides",2017,104,118,311,365,46,"Common Garden"
"VIBCAS_SH_1_8",45.932675,-74.02507,"Viburnum","cassinoides",2017,NA,126,NA,365,46,"Common Garden"
"VIBCAS_SH_5_8",45.932675,-74.02507,"Viburnum","cassinoides",2017,104,126,NA,365,46,"Common Garden"
"VIBCAS_WM_04_4",44.112337,-71.230138,"Viburnum","cassinoides",2017,NA,172,NA,365,46,"Common Garden"
"VIBCAS_WM_04_8",44.112337,-71.230138,"Viburnum","cassinoides",2017,NA,165,NA,365,46,"Common Garden"
"VIBCAS_WM_09_11",44.112337,-71.230138,"Viburnum","cassinoides",2017,NA,165,NA,365,46,"Common Garden"
"VIBCAS_WM_09_8",44.112337,-71.230138,"Viburnum","cassinoides",2017,NA,172,NA,365,46,"Common Garden"
"VIBCAS_WM_10_11",44.112337,-71.230138,"Viburnum","cassinoides",2017,NA,207,NA,365,46,"Common Garden"
"VIBCAS_WM_4_11",44.112337,-71.230138,"Viburnum","cassinoides",2017,104,126,311,365,46,"Common Garden"
"VIBCAS_WM_4_4",44.112337,-71.230138,"Viburnum","cassinoides",2017,104,126,NA,365,46,"Common Garden"
"VIBCAS_WM_4_8",44.112337,-71.230138,"Viburnum","cassinoides",2017,NA,126,311,365,46,"Common Garden"
"VIBCAS_WM_9_11",44.112337,-71.230138,"Viburnum","cassinoides",2017,NA,126,NA,365,46,"Common Garden"
"VIBCAS_WM_9_8",44.112337,-71.230138,"Viburnum","cassinoides",2017,NA,126,NA,365,46,"Common Garden"
"ACEPEN_HF_12_12",42.531705,-72.18992,"Acer","pensylvanicum",2018,110,131,311,365,46,"Common Garden"
"ACEPEN_WM_5_2",44.112337,-71.230138,"Acer","pensylvanicum",2018,103,131,260,365,46,"Common Garden"
"ACEPEN_WM_5_5",44.112337,-71.230138,"Acer","pensylvanicum",2018,103,131,311,365,46,"Common Garden"
"ACESPI_GR_4_7",44.794942,-71.146683,"Acer","spicatum",2018,103,124,304,365,46,"Common Garden"
"ACESPI_GR_4_10",44.794942,-71.146683,"Acer","spicatum",2018,103,124,304,365,46,"Common Garden"
"ACESPI_SH_2_7",45.932675,-74.02507,"Acer","spicatum",2018,110,138,NA,365,46,"Common Garden"
"ACESPI_WM_1_7",44.112337,-71.230138,"Acer","spicatum",2018,103,124,304,365,46,"Common Garden"
"ALNINC_GR_1_3",44.794942,-71.146683,"Alnus","incana",2018,107,124,274,365,46,"Common Garden"
"ALNINC_GR_1_5",44.794942,-71.146683,"Alnus","incana",2018,103,128,268,365,46,"Common Garden"
"ALNINC_GR_11_1",44.794942,-71.146683,"Alnus","incana",2018,107,124,274,365,46,"Common Garden"
"ALNINC_GR_11_15",44.794942,-71.146683,"Alnus","incana",2018,103,124,268,365,46,"Common Garden"
"ALNINC_GR_11A_3",44.794942,-71.146683,"Alnus","incana",2018,103,124,274,365,46,"Common Garden"
"ALNINC_GR_11B_3",44.794942,-71.146683,"Alnus","incana",2018,103,124,274,365,46,"Common Garden"
"ALNINC_GR_8_3",44.794942,-71.146683,"Alnus","incana",2018,107,124,274,365,46,"Common Garden"
"ALNINC_GR_8A_5",44.794942,-71.146683,"Alnus","incana",2018,114,124,263,365,46,"Common Garden"
"ALNINC_GR_8B_5",44.794942,-71.146683,"Alnus","incana",2018,107,124,268,365,46,"Common Garden"
"ALNINC_HF_1_1",42.531705,-72.18992,"Alnus","incana",2018,114,128,260,365,46,"Common Garden"
"ALNINC_HF_1_1",42.531705,-72.18992,"Alnus","incana",2018,114,128,311,365,46,"Common Garden"
"ALNINC_HF_2_1",42.531705,-72.18992,"Alnus","incana",2018,114,124,260,365,46,"Common Garden"
"ALNINC_HF_2_1",42.531705,-72.18992,"Alnus","incana",2018,114,124,311,365,46,"Common Garden"
"ALNINC_HF_5_6",42.531705,-72.18992,"Alnus","incana",2018,110,128,239,365,46,"Common Garden"
"ALNINC_HF_8_12",42.531705,-72.18992,"Alnus","incana",2018,110,124,274,365,46,"Common Garden"
"ALNINC_HF_9_6",42.531705,-72.18992,"Alnus","incana",2018,114,124,263,365,46,"Common Garden"
"ALNINC_HF_9_15",42.531705,-72.18992,"Alnus","incana",2018,110,122,235,365,46,"Common Garden"
"ALNINC_HF_9_15",42.531705,-72.18992,"Alnus","incana",2018,110,122,246,365,46,"Common Garden"
"ALNINC_HF_9_2",42.531705,-72.18992,"Alnus","incana",2018,110,128,232,365,46,"Common Garden"
"ALNINC_HF_9_9",42.531705,-72.18992,"Alnus","incana",2018,110,128,268,365,46,"Common Garden"
"ALNINC_SH_1_12",45.932675,-74.02507,"Alnus","incana",2018,110,128,263,365,46,"Common Garden"
"ALNINC_SH_1_1",45.932675,-74.02507,"Alnus","incana",2018,103,124,277,365,46,"Common Garden"
"ALNINC_SH_4_15",45.932675,-74.02507,"Alnus","incana",2018,110,124,274,365,46,"Common Garden"
"ALNINC_SH_4_2",45.932675,-74.02507,"Alnus","incana",2018,107,124,260,365,46,"Common Garden"
"ALNINC_SH_5_2",45.932675,-74.02507,"Alnus","incana",2018,114,124,253,365,46,"Common Garden"
"ALNINC_SH_5_3",45.932675,-74.02507,"Alnus","incana",2018,114,124,274,365,46,"Common Garden"
"ALNINC_SH_6_5",45.932675,-74.02507,"Alnus","incana",2018,107,124,281,365,46,"Common Garden"
"ALNINC_SH_8_9",45.932675,-74.02507,"Alnus","incana",2018,103,124,263,365,46,"Common Garden"
"ALNINC_WM_1_1",44.112337,-71.230138,"Alnus","incana",2018,114,124,274,365,46,"Common Garden"
"ALNINC_WM_2A_1",44.112337,-71.230138,"Alnus","incana",2018,107,124,270,365,46,"Common Garden"
"ALNINC_WM_2B_1",44.112337,-71.230138,"Alnus","incana",2018,103,124,288,365,46,"Common Garden"
"ALNINC_WM_5_1",44.112337,-71.230138,"Alnus","incana",2018,114,124,281,365,46,"Common Garden"
"ALNINC_WM_5A_2",44.112337,-71.230138,"Alnus","incana",2018,100,124,263,365,46,"Common Garden"
"ALNINC_WM_5B_2",44.112337,-71.230138,"Alnus","incana",2018,114,128,253,365,46,"Common Garden"
"AMECAN_GR_10_6",44.794942,-71.146683,"Amelanchier","canadensis",2018,103,124,304,365,46,"Common Garden"
"AMECAN_GR_10_2",44.794942,-71.146683,"Amelanchier","canadensis",2018,96,124,297,365,46,"Common Garden"
"AMECAN_GR_10A_5",44.794942,-71.146683,"Amelanchier","canadensis",2018,103,124,311,365,46,"Common Garden"
"AMECAN_GR_10A_3",44.794942,-71.146683,"Amelanchier","canadensis",2018,93,124,304,365,46,"Common Garden"
"AMECAN_GR_10B_5",44.794942,-71.146683,"Amelanchier","canadensis",2018,103,124,311,365,46,"Common Garden"
"AMECAN_GR_10B_3",44.794942,-71.146683,"Amelanchier","canadensis",2018,96,124,311,365,46,"Common Garden"
"AMECAN_SH_2_6",45.932675,-74.02507,"Amelanchier","canadensis",2018,110,131,304,365,46,"Common Garden"
"AMECAN_SH_3_15",45.932675,-74.02507,"Amelanchier","canadensis",2018,103,124,311,365,46,"Common Garden"
"AMECAN_SH_4_6",45.932675,-74.02507,"Amelanchier","canadensis",2018,103,124,NA,365,46,"Common Garden"
"AMECAN_SH_4_5",45.932675,-74.02507,"Amelanchier","canadensis",2018,96,124,NA,365,46,"Common Garden"
"AMECAN_WM_1_2",44.112337,-71.230138,"Amelanchier","canadensis",2018,93,124,NA,365,46,"Common Garden"
"AROMEL_HF_10_8",42.531705,-72.18992,"Aronia","melonacarpa",2018,96,124,NA,365,46,"Common Garden"
"AROMEL_HF_4_8",42.531705,-72.18992,"Aronia","melonacarpa",2018,100,124,311,365,46,"Common Garden"
"AROMEL_WM_15_4",44.112337,-71.230138,"Aronia","melonacarpa",2018,96,124,311,365,46,"Common Garden"
"AROMEL_WM_2_4",44.112337,-71.230138,"Aronia","melonacarpa",2018,100,124,311,365,46,"Common Garden"
"AROMEL_WM_5_11",44.112337,-71.230138,"Aronia","melonacarpa",2018,96,124,311,365,46,"Common Garden"
"AROMEL_WM_7_8",44.112337,-71.230138,"Aronia","melonacarpa",2018,96,124,311,365,46,"Common Garden"
"BETALL_GR_1_3",44.794942,-71.146683,"Betula","alleghaniensis",2018,114,128,253,365,46,"Common Garden"
"BETALL_GR_1_3",44.794942,-71.146683,"Betula","alleghaniensis",2018,114,128,311,365,46,"Common Garden"
"BETALL_GR_12_1",44.794942,-71.146683,"Betula","alleghaniensis",2018,114,124,268,365,46,"Common Garden"
"BETALL_GR_12_1",44.794942,-71.146683,"Betula","alleghaniensis",2018,114,124,311,365,46,"Common Garden"
"BETALL_GR_12_3",44.794942,-71.146683,"Betula","alleghaniensis",2018,114,124,281,365,46,"Common Garden"
"BETALL_GR_13_1",44.794942,-71.146683,"Betula","alleghaniensis",2018,114,128,268,365,46,"Common Garden"
"BETALL_GR_13_1",44.794942,-71.146683,"Betula","alleghaniensis",2018,114,128,311,365,46,"Common Garden"
"BETALL_GR_13_2",44.794942,-71.146683,"Betula","alleghaniensis",2018,114,128,263,365,46,"Common Garden"
"BETALL_GR_13_15",44.794942,-71.146683,"Betula","alleghaniensis",2018,103,131,253,365,46,"Common Garden"
"BETALL_GR_13_15",44.794942,-71.146683,"Betula","alleghaniensis",2018,103,131,311,365,46,"Common Garden"
"BETALL_GR_9_3",44.794942,-71.146683,"Betula","alleghaniensis",2018,114,128,263,365,46,"Common Garden"
"BETALL_SH_2_6",45.932675,-74.02507,"Betula","alleghaniensis",2018,110,124,263,365,46,"Common Garden"
"BETALL_SH_2_6",45.932675,-74.02507,"Betula","alleghaniensis",2018,110,124,311,365,46,"Common Garden"
