"species","gdd","urban","method"
6,269.289146266279,0,1
6,348.193215299809,0,0
6,285.621830269985,0,1
6,277.612914189999,0,1
6,307.46020339551,0,1
6,284.889534447463,0,1
6,196.690545953655,1,1
6,306.818563340366,0,1
6,304.386781655191,1,0
6,315.367982023318,1,0
6,380.012741396709,0,0
6,237.122565925782,1,1
6,336.776516344711,0,0
6,348.693545089964,0,0
6,268.407951116199,1,0
6,203.572316120999,1,1
6,286.654034198734,0,1
6,232.554729753195,1,1
6,228.375806501831,1,1
6,257.182225315474,1,1
6,281.309227456781,0,1
6,240.428000787403,1,1
6,285.257903738679,0,1
6,366.056733882496,0,0
6,280.891573093568,0,1
6,296.947617554856,0,1
6,406.646579025701,0,0
6,284.799173700462,1,0
6,336.05648718537,0,0
6,362.337711795042,0,0
6,379.298077143135,0,0
6,353.568087992163,0,0
6,209.202802164807,1,1
6,222.243462708127,1,1
6,367.241490308032,0,0
6,331.767354434627,1,0
6,245.974936703678,0,1
6,284.790929051398,0,1
6,346.307136710514,0,0
6,242.535697232032,1,1
6,320.082713692952,0,1
6,287.421364747676,1,0
6,254.368709285942,0,1
6,340.312713458419,0,0
6,271.206858547588,0,1
6,295.598079132001,1,0
6,380.025182618541,0,0
6,257.298888026077,1,0
6,309.285204634038,1,0
6,310.307355977464,1,0
6,262.090295915162,0,1
6,281.756051850302,0,1
6,306.162174417719,0,1
6,204.104842526083,1,1
6,253.159748805399,0,1
6,370.998093852383,1,0
6,298.52239000762,1,0
6,266.86418863781,1,1
6,384.947261838954,0,0
6,259.250097087385,0,1
6,268.268045017909,0,1
6,254.996504944176,1,1
6,375.655703855665,0,0
6,247.100704111447,1,1
6,310.842627687015,1,0
6,243.921394396867,1,1
6,213.051006866509,1,1
6,216.618985303169,1,1
6,264.56783306984,0,1
6,368.641488327388,0,0
6,219.172030667704,1,1
6,345.107256910592,1,0
6,288.993310733409,0,1
6,372.642943907227,0,0
6,292.698346156299,1,0
6,212.787743090254,1,1
6,376.779852158424,0,0
6,337.15739052418,0,0
6,297.691885539112,0,1
6,332.291308366386,0,0
6,332.770582154556,0,0
6,225.929881177023,0,1
6,227.293862194068,1,1
6,293.465848466448,1,0
6,343.302846120601,0,0
6,277.429703768853,0,1
6,259.772610285186,0,1
6,310.356398321015,1,0
6,296.289458894196,1,0
6,276.226424006434,0,1
6,218.285657250454,1,1
6,294.810459089163,1,0
6,252.884155672143,0,1
6,308.553648287247,1,0
6,372.183893419164,0,0
6,276.027413546884,0,1
6,344.298679576539,0,0
6,226.039440488794,1,1
6,359.231037700666,0,0
6,354.538337187974,0,0
6,335.986754897575,0,0
6,280.144296713969,1,0
6,320.128912700895,0,0
6,221.386352261159,1,1
6,241.713681255339,1,1
6,327.983908730804,1,0
6,315.466798951251,1,0
6,305.14079672057,0,1
6,278.733138222206,1,0
6,229.485121531798,1,1
6,288.169372872938,1,0
6,319.333524944184,1,0
6,286.066945128378,1,0
6,195.047416577644,1,1
6,216.110960250811,1,1
6,308.608836769081,1,0
6,347.018305822504,0,0
6,325.394338675588,1,0
6,365.739340194625,0,0
6,229.704865594714,1,1
6,358.049915508458,0,0
6,234.145160449191,1,1
6,222.176312697654,1,1
6,363.876456131084,0,0
6,214.476480382893,1,1
6,241.148496458518,1,1
7,458.749541002338,0,0
7,391.490172020177,0,1
7,302.415907636253,1,1
7,274.225335520644,1,1
7,391.933966510138,1,0
7,301.805242371858,1,1
7,345.088890453531,0,1
7,352.715242975232,0,1
7,471.355887193793,0,0
7,282.759242671005,1,1
7,474.208980946829,0,0
7,462.691911252903,0,0
7,294.594598496102,1,1
7,264.301843060727,1,1
7,454.624757666697,0,0
7,280.531068508837,1,1
7,421.522676489419,1,0
7,345.770913128961,0,1
7,290.418809186342,1,1
7,498.83933021527,0,0
7,393.512774514508,1,0
7,281.139846600915,1,1
7,347.364300139788,0,1
7,482.719179301989,0,0
7,377.112159242059,1,0
7,458.642890604179,0,0
7,464.675660944969,0,0
7,279.022712814144,1,1
7,337.825982700152,0,1
7,420.090598861637,1,0
7,383.986119241688,0,1
7,249.185132858389,1,1
7,366.990553130538,0,1
7,299.533111291551,1,1
7,353.884252311595,0,1
7,299.657979159745,1,1
7,314.46226084478,1,1
7,417.048987554536,1,0
7,302.034598426929,1,1
7,345.414211542081,0,1
7,322.810053194837,1,1
7,487.144496048855,0,0
7,479.348955322907,0,0
7,462.895953002225,0,0
7,355.646529563461,0,1
7,412.075104400733,1,0
7,295.967938503799,1,1
7,290.026752719513,1,1
7,332.459750238839,0,1
7,488.400121261169,0,0
7,364.329251885699,0,1
7,439.138330916493,0,0
7,448.626388706752,0,0
7,304.70900719037,1,1
7,501.637433553837,0,0
7,483.603192643316,0,0
7,487.8141193813,0,0
7,429.666253274279,1,0
7,373.353034289951,0,1
7,345.86150265189,0,1
7,434.675204288127,0,0
7,386.919178599573,1,0
7,344.678483654739,1,1
7,330.832415326867,0,1
7,432.831591792002,1,0
7,456.072958853267,0,0
7,310.493285588577,1,1
7,299.800151008109,1,1
7,291.343153551616,1,1
7,329.063770659202,0,1
7,452.505436001783,0,0
7,465.758133623384,0,0
7,439.168212353448,1,0
7,395.45477575962,1,0
7,398.876692975628,1,0
7,415.355077874339,1,0
7,311.261747981303,1,1
7,472.815940614667,0,0
7,301.157224544254,1,1
7,469.85105088042,0,0
7,305.92186589314,1,1
7,357.26511188471,0,1
7,298.444338924909,1,1
7,399.303470331896,0,1
7,311.391149680376,1,1
7,401.750336736541,1,0
7,508.963640804744,0,0
7,339.963638019341,0,1
7,396.835384618861,1,0
7,286.870403957606,1,1
7,472.01756756432,0,0
7,260.957954098609,1,1
7,379.067128225795,0,1
7,304.246939011806,1,1
7,315.710599384051,1,1
7,378.745671222246,1,0
7,483.108223411698,0,0
7,273.39733199214,1,1
7,370.406475259104,1,0
7,458.632780798828,0,0
7,282.173501045019,1,1
7,412.082037833269,1,0
7,404.214392539651,1,0
7,476.728514937392,0,0
7,353.744812276626,0,1
7,356.689428691979,0,1
7,331.077599875112,1,1
7,316.711063562885,1,1
7,288.185371674471,1,1
7,447.210783940081,0,0
7,355.171785871291,0,1
7,388.800604278967,0,1
7,303.288785280655,1,1
7,416.589376460953,1,0
7,415.501829119366,1,0
7,291.246255656525,1,1
7,425.503507264165,1,0
7,335.554396391297,1,1
7,459.10380435281,0,0
7,347.692282361353,0,1
7,419.052620752933,1,0
7,333.626089907837,0,1
7,286.761168486277,1,1
7,352.789921572081,0,1
7,365.505936191516,0,1
7,457.140361488057,0,0
7,385.032492722254,0,1
7,434.225798668773,1,0
7,472.224268884649,0,0
7,366.155969264496,0,1
7,285.13568596793,1,1
7,438.576451528004,1,0
7,282.987258515946,1,1
7,381.356285391694,1,0
7,320.152942223589,0,1
7,368.562609394395,0,1
7,306.821771893282,1,1
7,504.013667027805,0,0
7,415.035920326141,1,0
7,498.714583348056,0,0
7,370.27966455171,0,1
7,475.639684058842,0,0
7,395.046235627347,0,1
7,493.183184741704,0,0
7,433.521003888884,1,0
7,491.079283886946,0,0
7,314.088225889459,1,1
7,319.299252011742,1,1
7,422.234591430544,1,0
7,392.318880865398,1,0
7,393.803147679774,0,1
7,334.514123877698,0,1
7,320.324057540239,1,1
7,285.054093128536,1,1
7,411.384947771899,1,0
7,487.558536514322,0,0
7,473.086318901178,0,0
7,396.204857398541,1,0
7,421.681822128886,1,0
7,405.565318003377,1,0
7,417.530044894693,0,0
7,410.461742941037,1,0
7,317.496705358172,1,1
7,479.20925875908,0,0
7,359.44719631695,0,1
7,322.058779009529,1,1
7,290.098210351217,1,1
7,366.195751869527,0,1
7,403.89317818669,1,0
7,480.605232442335,0,0
7,352.517400666967,0,1
7,440.64084451658,0,0
7,415.978381111658,1,0
7,458.768962654482,0,0
7,466.081715945345,0,0
7,468.171305833194,0,0
7,299.687671795064,1,1
7,329.974962359458,0,1
7,414.221191769876,1,0
7,388.116172309419,1,0
7,446.095386758828,1,0
7,299.93510466912,1,1
7,349.079825223773,0,1
7,359.499288738073,0,1
7,400.812539358794,1,0
7,469.394808528085,0,0
7,333.947932347623,0,1
7,317.800636550107,1,1
7,480.774676977289,0,0
7,384.993297356957,0,1
7,432.645520994417,1,0
7,494.777675852409,0,0
7,439.209653132745,0,0
7,382.73037761102,1,0
7,281.337841773478,1,1
7,445.962263707095,0,0
7,445.620329962842,0,0
7,310.190017715663,1,1
7,467.545140091447,0,0
7,482.505113836949,0,0
8,239.448094243884,0,1
8,341.653826569489,0,0
8,298.527761254551,0,1
8,274.947438479126,1,0
8,204.718981713955,1,1
8,321.735928649815,0,0
8,183.993329259799,1,1
8,296.73676901505,0,1
8,203.529197019084,1,1
8,253.789345280282,0,1
8,323.81820039717,1,0
8,219.978321233339,1,1
8,222.456583458301,0,1
8,207.78729229568,1,1
8,321.524425416011,1,0
8,188.303206425036,1,1
8,256.366066219937,0,1
8,320.702615116416,0,0
8,204.240695923827,1,1
8,196.555011462207,1,1
8,252.756031131168,0,1
8,248.566501176449,0,1
8,284.003258555222,0,1
8,347.748224713808,0,0
8,326.052828286837,1,0
8,170.898228985818,1,1
8,169.885559706115,1,1
8,226.252597721422,0,1
8,214.409752781988,1,1
8,255.059247826485,1,0
8,183.032164571991,1,1
8,258.39915430363,0,1
8,228.897188565065,1,1
8,204.632088544044,1,1
8,357.887334110516,0,0
8,285.503252544876,0,1
8,289.480330706918,1,0
8,256.682931423634,0,1
8,338.627044531547,0,0
8,202.554952539931,1,1
8,366.13842762499,0,0
8,358.15098165409,0,0
8,347.432489974237,0,0
8,199.679317656052,1,1
8,288.738503563313,1,0
8,351.768116414936,0,0
8,321.951174879011,1,0
8,318.753905151021,1,0
8,261.530685418168,1,0
8,276.352603712181,0,1
8,328.732343421894,0,0
8,265.727098811449,0,1
8,268.047342442579,0,1
8,332.07042452556,1,0
8,216.778278381824,1,1
8,198.520979803394,1,1
8,332.223596572651,1,0
8,205.403711083828,1,1
8,299.346974729208,0,1
8,239.259579250385,1,1
8,290.430628075861,1,0
8,230.550345988854,1,1
8,304.985256585643,1,0
8,371.437619658723,0,0
8,276.336149938464,0,1
8,191.018688329498,1,1
8,284.133270769198,1,0
8,343.746423477743,0,0
8,234.704743809549,1,1
8,317.000819273232,0,0
8,290.641564256045,1,0
8,179.260768914192,1,1
8,240.587459968495,1,1
8,310.666226158357,1,0
8,304.92305791598,1,0
8,176.404301322394,1,1
8,358.661828002408,0,0
8,305.563393607692,0,1
8,178.826922130989,1,1
8,300.530627210501,0,0
8,316.63552705749,0,0
8,299.352233403427,1,0
8,254.13412095398,1,0
8,274.679097252317,0,1
8,244.162770493156,0,1
8,204.615027866156,1,1
8,166.081565970598,1,1
8,340.690454242076,0,0
8,378.920898943596,0,0
8,339.791688980622,0,0
8,345.62207519086,0,0
8,370.117503000928,0,0
8,225.193136992206,1,1
8,318.88784192846,1,0
8,313.511156947241,1,0
8,242.553462096392,0,1
8,241.904191426046,0,1
8,318.137105123529,1,0
8,215.906194912875,1,1
8,276.758912026253,1,0
8,332.659833870401,0,0
8,314.469561209262,1,0
8,359.560413974962,0,0
8,216.312850568931,0,1
8,293.671292972832,1,0
8,226.438914025802,1,1
8,419.86466640809,0,0
8,272.80365223352,1,0
8,186.649317586878,1,1
8,264.623148575739,0,1
8,348.17006503642,0,0
8,268.826194853319,0,1
8,348.984533618544,0,0
8,387.620401982964,0,0
8,247.202114625623,0,1
8,320.857479248924,1,0
8,219.976786347822,1,1
8,367.141382769041,0,0
8,274.057413869284,0,1
8,274.536946742243,1,0
8,288.474207687554,1,0
8,330.919896046754,0,0
8,178.166003972181,1,1
8,331.198073883277,0,0
8,276.937525268215,0,1
8,339.55246590784,0,0
8,232.157318020249,0,1
8,264.908088160985,0,1
8,360.442997763237,0,0
8,203.176868910206,1,1
8,305.124986936638,1,0
8,259.155693562065,0,1
8,329.374327314517,1,0
8,353.472565683452,0,0
8,184.532894086879,1,1
8,368.672279107987,0,0
8,342.157053703318,1,0
8,359.101373376693,0,0
8,241.010057708079,0,1
8,350.011527048769,1,0
8,360.310675713624,0,0
8,259.222797097403,0,1
8,199.82001904848,1,1
8,341.160026763009,0,0
8,224.451460376051,1,1
8,197.647415164962,1,1
8,328.856380599904,1,0
8,192.865941298818,1,1
8,286.552219375027,0,1
8,212.3136477764,1,1
8,327.002803753668,1,0
8,235.800869311828,1,1
8,252.220334932215,0,1
8,339.5032070411,0,0
8,361.455228513619,0,0
8,295.815615394677,1,0
8,305.767987912971,1,0
8,202.280672963443,1,1
8,244.222271702555,0,1
8,194.997533465514,1,1
8,260.348472260158,0,1
8,258.263995596205,0,1
8,277.475673243402,0,1
8,336.506947785709,0,0
8,263.49065395528,0,1
8,236.296738542081,0,1
8,285.564607174626,0,1
8,182.754088210388,1,1
8,244.538406510295,0,1
8,243.733857800745,0,1
8,175.3370130276,1,1
8,260.711749163253,0,1
8,273.896435710807,1,0
8,279.980953893549,1,0
8,294.173283939443,1,0
8,351.251637413329,0,0
8,201.801340971508,1,1
8,339.031999054903,0,0
8,206.305341309237,1,1
8,328.390342354411,0,0
8,177.07848223931,1,1
8,308.966310588479,1,0
8,319.587613381966,1,0
8,284.984532340389,0,1
8,279.575388056066,0,1
8,325.50368397047,0,0
8,243.658555305613,0,1
8,336.278150575993,0,0
8,296.678954118671,1,0
8,371.734026090795,0,0
8,205.810909869592,1,1
8,248.116121662345,0,1
8,179.77925642752,1,1
8,379.556095082596,0,0
8,197.389592219785,1,1
8,285.446529805777,1,0
8,248.267658329347,1,0
8,349.094833050832,0,0
8,300.060109386579,1,0
8,253.92187066346,0,1
9,410.088518659612,1,0
9,376.176434304237,1,0
9,377.526510716469,1,0
9,269.057328930105,1,1
9,433.590848994751,0,0
9,250.362563836681,1,1
9,443.633576406184,0,0
9,293.129804891087,1,1
9,251.051911253084,1,1
9,419.220093329611,0,0
9,404.436309421365,1,0
9,273.610643906701,0,1
9,303.610628252682,0,1
9,268.596588270519,0,1
9,414.655967896767,0,0
9,262.128766800202,1,1
9,410.365392919986,0,0
9,433.350140145243,1,0
9,378.23486360461,1,0
9,242.582009711809,1,1
9,258.365454985982,1,1
9,431.477658443403,0,0
9,255.508143307631,0,1
9,406.907533628451,0,0
9,392.513938829194,1,0
9,312.795130535614,1,1
9,389.555760804475,1,0
9,276.026464712547,1,1
9,410.620680839961,0,0
9,404.716974365228,0,0
9,432.484499075865,0,0
9,427.698599605827,0,0
9,294.097301525964,0,1
9,452.105159180681,0,0
9,366.951925699445,1,0
9,261.951761882167,1,1
9,304.133924978162,1,1
9,382.092834628165,1,0
9,288.411631700665,1,1
9,457.354239347077,0,0
9,285.173425898469,0,1
9,293.085052610452,0,1
9,416.92653284614,0,0
9,292.938472169024,0,1
9,465.601057301384,0,0
9,270.923015049082,1,1
9,402.232547152328,0,0
9,264.77887195082,1,1
9,287.163512221269,0,1
9,426.784600871144,1,0
9,264.217779178502,1,1
9,248.20203866032,1,1
9,364.989305269568,1,0
9,395.087478333857,0,0
9,317.07144379066,0,1
9,323.656570973326,0,1
9,236.889158629058,1,1
9,427.424033801326,0,0
9,310.366193423389,0,1
9,223.798287876393,1,1
9,389.364679089954,1,0
9,337.977913291717,0,1
9,404.007900237224,1,0
9,312.756992140701,0,1
9,397.325229233514,1,0
9,388.218243002099,1,0
9,270.565521879613,0,1
9,245.820611307619,1,1
9,264.097038779383,0,1
9,268.725330146684,1,1
9,241.078576133041,1,1
9,273.874945544874,1,1
9,295.015109707906,0,1
9,268.287974102524,1,1
9,394.234538308416,1,0
9,415.288578134729,0,0
9,301.606791355101,0,1
9,257.389983645255,1,1
9,444.697408148069,0,0
9,447.627987033787,0,0
9,368.257215940557,1,0
9,309.18159892379,0,1
9,274.18412312272,0,1
9,419.663272967424,0,0
9,249.630653329838,1,1
9,448.995947929032,0,0
9,267.546966544816,1,1
9,260.087184772587,1,1
9,270.03694932739,0,1
9,438.589910574974,0,0
9,400.869348285881,1,0
9,429.41950425196,0,0
9,282.991192312944,0,1
9,264.248911824969,1,1
9,365.220907594937,1,0
9,297.33356356221,0,1
9,426.178912422951,0,0
9,269.207207050941,1,1
9,230.849595833066,1,1
9,299.117443932678,1,1
9,426.849573012402,0,0
9,286.362017131788,1,1
9,248.46259654182,1,1
9,262.10325874913,1,1
9,443.242903290791,0,0
9,421.409787356041,0,0
9,396.816371486851,1,0
9,366.696830378012,1,0
9,254.768039962714,1,1
9,305.449432185815,1,1
9,423.862771931213,0,0
9,322.818079492683,0,1
9,411.9119418436,0,0
9,314.088610392879,0,1
9,427.276423211655,0,0
9,295.070368524147,0,1
9,419.365031485657,0,0
9,394.212113014163,1,0
9,418.263085137768,0,0
9,347.038559282442,0,1
9,419.681982852986,0,0
9,442.446910725825,0,0
9,267.027354116,1,1
9,344.90806011769,0,1
9,305.573962402629,0,1
9,376.811207617562,1,0
9,300.368112265686,0,1
9,232.634814753421,1,1
9,456.964857681625,0,0
9,451.91426771751,0,0
9,292.509191514854,0,1
9,328.652239594926,0,1
9,303.758140300486,1,1
9,282.877610608111,1,1
9,302.842380007988,0,1
9,428.010231334707,0,0
9,383.886303378018,1,0
9,435.915457985673,0,0
9,395.641220690081,0,0
9,415.636439409279,0,0
9,260.432660191266,1,1
9,278.038106315509,0,1
9,241.222683287087,1,1
9,384.034416011978,0,0
9,383.828723671135,0,0
9,266.343453243443,1,1
9,229.219439571,1,1
9,274.174836167011,1,1
9,347.294621121517,0,1
9,438.225243492803,0,0
9,308.442732399017,0,1
9,319.060437284513,0,1
9,325.206695058528,0,1
9,410.740815732069,0,0
9,289.288084853726,0,1
9,420.18792362632,1,0
9,300.513205219046,0,1
9,399.307290279248,1,0
9,390.4029342484,1,0
9,363.636577442271,1,0
9,443.789525792187,0,0
9,362.531408714609,1,0
9,205.677665596173,1,1
9,414.925613184844,0,0
9,255.129354010396,0,1
9,369.565016993136,1,0
9,285.483679442173,0,1
9,354.081119745647,1,0
9,408.759829304183,0,0
9,426.996507906601,0,0
9,408.79359579205,1,0
9,304.367321722393,0,1
9,460.449013824249,0,0
9,284.674662952048,0,1
9,441.172032613954,0,0
9,290.723046435165,0,1
9,315.526989080137,0,1
9,310.08682032597,0,1
9,272.44080546665,1,1
9,393.290576120558,1,0
9,393.195417840688,1,0
9,255.595869278433,1,1
9,431.430090618656,0,0
9,260.269018936638,1,1
9,394.243702717692,1,0
9,310.611894328037,0,1
9,293.630665342596,0,1
9,345.772188578081,1,0
9,434.759227537959,0,0
9,323.845048214071,0,1
9,278.563857976654,1,1
9,306.568471299142,0,1
9,420.341559971641,0,0
9,379.192574832002,1,0
9,255.348110654899,1,1
9,309.995154575986,0,1
9,318.907493597755,0,1
9,421.928408072159,1,0
9,407.123788451287,1,0
9,276.355678146172,1,1
10,225.552066330788,1,0
10,111.08735365138,1,1
10,282.930824241311,0,0
10,160.97049475689,0,1
10,293.720163145132,0,0
10,286.327548780794,0,0
10,160.442009467033,0,1
10,166.605135122697,0,1
10,138.653936726221,1,1
10,208.681681800732,0,1
10,256.406565273366,1,0
10,229.87870570281,0,0
10,143.10733422641,1,1
10,283.840778609264,0,0
10,214.084426456425,1,0
10,287.535622732509,0,0
10,239.632356640339,1,0
10,100.235229448176,1,1
10,209.978760245173,1,0
10,308.454042882685,0,0
10,130.89977685416,1,1
10,272.438736346864,0,0
10,280.13389750613,0,0
10,310.107894840106,0,0
10,273.193994919459,0,0
10,102.696047770998,1,1
10,129.668738340386,1,1
10,153.829975920941,1,1
10,110.811685973941,1,1
10,211.035730157451,1,0
10,254.558206700084,0,0
10,176.655525862192,0,1
10,211.230873385724,0,1
10,162.634555473176,0,1
10,149.753140367918,0,1
10,162.794592809377,0,1
10,182.590957817881,0,1
10,189.477048713342,1,0
10,225.408304798862,1,0
10,278.345495299572,0,0
10,188.919994460053,0,1
10,249.433306299163,1,0
10,270.99578271046,0,0
10,176.064241290316,0,1
10,259.953470435925,1,0
10,124.282078828813,1,1
10,279.361934474229,0,0
10,158.411442229313,0,1
10,202.5826719649,1,0
10,255.52708936784,1,0
10,198.80763814126,0,1
10,239.010379671893,1,0
10,306.40842318999,0,0
10,231.052244300006,1,0
10,126.625899312353,1,1
10,201.827281986452,1,0
10,179.629571358339,0,1
10,143.105428193489,1,1
10,119.03817237854,1,1
10,194.106953033378,0,1
10,285.765196216202,0,0
10,252.61137774093,0,0
10,276.187469546821,0,0
10,185.686027168684,1,0
10,118.535081592519,1,1
10,151.317870122835,1,1
10,161.141604323152,0,1
10,219.188206321203,1,0
10,141.865325306413,1,1
10,307.838425966803,0,0
10,294.207792703338,0,0
10,132.340995859972,1,1
10,180.791181311935,0,1
10,155.566224332705,0,1
10,168.150762055117,0,1
10,201.069677018819,1,0
10,237.117233658583,1,0
10,267.114916063938,0,0
10,237.293319663024,1,0
10,273.723553109712,0,0
10,276.208804408484,0,0
10,184.915817723187,0,1
10,230.038004494522,0,0
10,251.669874489977,1,0
10,150.971283171134,0,1
10,268.225626869622,0,0
10,121.578052692934,1,1
10,136.183015516127,1,1
10,128.032888112964,1,1
10,125.582512978784,1,1
10,124.589810643391,1,1
10,259.780124346994,0,0
10,274.825383808108,0,0
10,288.516889461789,0,0
10,123.745655217404,1,1
10,295.509577049125,0,0
10,178.09130312972,0,1
10,288.050224370801,0,0
10,131.822201488857,0,1
10,122.979834328189,1,1
10,241.099901025275,1,0
10,213.428463773725,1,0
10,238.845954915305,1,0
10,300.39977014805,0,0
10,302.451876237314,0,0
10,149.133511935418,1,1
10,200.14508098806,0,1
10,199.089814536108,0,1
10,152.934825734102,1,1
10,292.958874047454,0,0
10,285.207870928036,0,0
10,176.938506356538,0,1
10,282.514247179368,0,0
10,181.407848060621,0,1
10,287.187832173214,0,0
10,281.045472577021,0,0
10,295.433099963354,0,0
10,247.049638285803,1,0
10,269.851086502574,1,0
10,160.071630167933,0,1
10,230.926181627744,1,0
10,305.631629795992,0,0
10,173.757449385772,0,1
10,223.90957465416,1,0
10,221.389730845662,1,0
10,127.103269476132,1,1
10,159.716418061033,0,1
10,115.20097048311,1,1
10,150.245055035112,0,1
10,277.07906003109,1,0
10,278.975357027105,0,0
10,152.519635059769,0,1
10,154.535750363796,1,1
10,108.87926646837,1,1
10,278.576370476597,0,0
10,280.010091274362,1,0
10,145.727157163132,0,1
10,139.647160026714,1,1
10,181.654766434346,1,0
10,179.818134121197,0,1
10,289.155271877,0,0
10,242.47463372326,1,0
10,307.315710140188,0,0
10,308.806205155322,0,0
10,225.86708396441,1,0
10,260.701089090317,0,0
10,159.067118766901,0,1
10,144.580493275876,1,1
10,184.687630194571,0,1
10,313.50293629951,0,0
10,167.523741647996,0,1
10,89.9943835582465,1,1
10,106.563629261116,1,1
10,191.214171470722,0,1
10,93.1716600252909,1,1
10,201.485214758723,0,1
10,250.011695619783,1,0
10,81.4180123366207,1,1
10,218.937878536743,1,0
10,268.669703059478,0,0
10,105.893905101173,1,1
10,245.405603003254,1,0
10,216.829817951595,1,0
10,123.800523504507,1,1
10,251.923325250951,1,0
10,279.118521633553,0,0
10,257.716994254422,0,0
10,159.199821187114,0,1
10,271.629819150098,0,0
10,236.102254706671,1,0
10,142.612072418489,1,1
10,236.419778955816,1,0
10,265.674561277841,0,0
10,203.403294070309,1,0
10,103.581367978214,1,1
10,265.938053487095,0,0
10,292.204030914714,0,0
10,161.939078686694,0,1
10,281.079051815945,0,0
10,287.919261180233,0,0
10,308.474224542997,0,0
10,137.333404502512,1,1
10,185.612112528531,0,1
10,131.526651824848,1,1
10,223.321963442638,1,0
10,162.641277563329,1,1
10,186.868818249717,0,1
10,134.805176633384,1,1
10,205.334217114981,1,0
10,170.208366193184,0,1
10,183.414858969319,0,1
10,125.555567053516,1,1
10,139.915172146214,0,1
10,289.016198235102,0,0
10,108.981011932791,1,1
10,103.857443283991,1,1
10,250.606360101948,1,0
10,318.234530953609,0,0
10,224.905678369494,1,0
10,269.766046701186,0,0
11,348.831700251995,0,1
11,422.031135021042,0,0
11,326.749200796121,0,1
11,338.834225663108,0,1
11,418.592326603504,0,0
11,295.724959706912,1,1
11,363.188592003435,1,0
11,418.636162099528,0,0
11,387.564823909604,1,0
11,422.737634935153,0,0
11,445.428995995623,0,0
11,383.478479288225,1,0
11,318.986210098393,0,1
11,282.136221842431,1,1
11,353.471830116822,1,0
11,393.845262389729,0,0
11,394.543643429318,1,0
11,425.043947033692,0,0
11,312.440328872728,1,1
11,370.013902426758,0,1
11,304.892874826828,1,1
11,290.954692021338,1,1
11,431.015645876743,0,0
11,388.903728901148,1,0
11,417.159001914652,0,0
11,280.858403193969,1,1
11,326.314887801997,0,1
11,339.79827810997,0,1
11,370.626211494761,0,1
11,423.843924782487,0,0
11,379.311394698048,0,0
11,313.308664826976,0,1
11,393.544791001694,1,0
11,421.396796608866,0,0
11,357.130887379608,0,1
11,435.248251717383,0,0
11,432.312227328903,0,0
11,309.965460286042,0,1
11,269.786892708818,1,1
11,220.172330579543,1,1
11,396.076509130955,0,0
11,425.852624843347,1,0
11,366.229809530137,1,0
11,433.917729038695,0,0
11,359.76239364655,1,0
11,310.513283347831,0,1
11,293.32259595765,1,1
11,394.036119240548,0,0
11,396.612341679838,1,0
11,377.040981234124,1,0
11,283.466550855408,1,1
11,401.965270564682,0,0
11,433.972843753574,0,0
11,349.704390185451,0,1
11,377.101231884391,0,1
11,435.481526730679,0,0
11,370.726738241021,1,0
11,385.597860463413,1,0
11,352.938921755799,1,0
11,417.564168464659,0,0
11,423.72874876853,0,0
11,362.548602580104,1,0
11,402.537893033207,0,0
11,334.592682142261,0,1
11,432.732954636221,0,0
11,418.072774645494,0,0
11,281.404335875671,1,1
11,293.758781095753,1,1
11,302.845620648041,1,1
11,402.354650472284,0,0
11,308.568537832627,1,1
11,379.195308479114,0,1
11,345.335333208242,0,1
11,348.838359850535,0,1
11,395.679667278115,0,0
11,376.575785747202,1,0
11,348.681081905284,1,1
11,407.389336768223,0,0
11,351.239096505717,1,0
11,318.82015289127,0,1
11,398.305968943856,0,0
11,385.115684139571,1,0
11,360.177595495674,1,0
11,412.279294243374,0,0
11,456.022797788011,0,0
11,357.082074193574,0,1
11,343.61696189767,0,1
11,375.016381654838,0,0
11,399.48385409017,0,0
11,293.130800571331,1,1
11,308.6058841635,1,1
11,379.249194288652,1,0
11,280.20241821654,1,1
11,373.581802392054,1,0
11,373.804778095964,1,0
11,425.205015790965,0,0
11,280.438272737886,1,1
11,372.090732902499,1,0
11,384.199121337887,0,0
11,307.104686645038,1,1
11,363.547799453876,1,0
11,364.719813031798,0,1
11,265.286263833311,1,1
11,406.419940774864,0,0
11,393.891345698402,0,0
11,351.56052220918,1,0
11,256.72341863318,1,1
11,367.704242230086,1,0
11,347.772930364268,0,1
11,314.38255062055,0,1
11,360.102159188513,0,1
11,261.838918989229,1,1
11,382.398447206404,1,0
11,384.120718875587,1,0
11,394.230905430319,1,0
11,335.041103932334,1,0
11,269.994054201559,1,1
11,445.600655451551,0,0
11,306.406267751812,1,1
11,420.513586888296,0,0
11,348.758951742659,0,1
11,334.558451629511,1,0
11,398.943381688053,1,0
11,252.504762605552,1,1
11,367.242493025521,1,0
11,393.669404097952,1,0
11,366.29195934502,1,0
11,365.285682113569,1,0
11,384.868379550085,1,0
11,332.326325763607,0,1
11,349.480415707183,0,1
11,331.714236647054,0,1
11,422.085939132973,0,0
11,432.897386727606,0,0
11,372.387840170417,1,0
11,287.791897774138,1,1
11,356.230929395192,0,1
11,326.37183856137,1,0
11,356.633301427499,1,0
11,326.517628343248,0,1
11,403.325438117546,0,0
11,304.526619993593,1,1
11,301.889870703166,1,1
11,300.543295386708,1,1
11,354.424707682025,1,0
11,306.301806730321,1,1
11,410.126630564393,1,0
11,441.042892163979,0,0
11,276.54451301738,1,1
